Label,Number,Abstract
1,80,"  In this paper, we consider a high-dimensional quantile regression model where
the sparsity structure may differ between two sub-populations. We develop
$\ell_1$-penalized estimators of both regression coefficients and the threshold
parameter. Our penalized estimators not only select covariates but also
discriminate between a model with homogeneous sparsity and a model with a
change point. As a result, it is not necessary to know or pretest whether the
change point is present, or where it occurs. Our estimator of the change point
achieves an oracle property in the sense that its asymptotic distribution is
the same as if the unknown active sets of regression coefficients were known.
Importantly, we establish this oracle property without a perfect covariate
selection, thereby avoiding the need for the minimum level condition on the
signals of active covariates. Dealing with high-dimensional quantile regression
with an unknown change point calls for a new proof technique since the quantile
loss function is non-smooth and furthermore the corresponding objective
function is non-convex with respect to the change point. The technique
developed in this paper is applicable to a general M-estimation framework with
a change point, which may be of independent interest. The proposed methods are
then illustrated via Monte Carlo experiments and an application to tipping in
the dynamics of racial segregation.
"
1,81,"  Behavior initiation is a form of leadership and is an important aspect of
social organization that affects the processes of group formation, dynamics,
and decision-making in human societies and other social animal species. In this
work, we formalize the ""Coordination Initiator Inference Problem"" and propose a
simple yet powerful framework for extracting periods of coordinated activity
and determining individuals who initiated this coordination, based solely on
the activity of individuals within a group during those periods. The proposed
approach, given arbitrary individual time series, automatically (1) identifies
times of coordinated group activity, (2) determines the identities of
initiators of those activities, and (3) classifies the likely mechanism by
which the group coordination occurred, all of which are novel computational
tasks. We demonstrate our framework on both simulated and real-world data:
trajectories tracking of animals as well as stock market data. Our method is
competitive with existing global leadership inference methods but provides the
first approaches for local leadership and coordination mechanism
classification. Our results are consistent with ground-truthed biological data
and the framework finds many known events in financial data which are not
otherwise reflected in the aggregate NASDAQ index. Our method is easily
generalizable to any coordinated time-series data from interacting entities.
"
1,82,"  The package High-dimensional Metrics (\Rpackage{hdm}) is an evolving
collection of statistical methods for estimation and quantification of
uncertainty in high-dimensional approximately sparse models. It focuses on
providing confidence intervals and significance testing for (possibly many)
low-dimensional subcomponents of the high-dimensional parameter vector.
Efficient estimators and uniformly valid confidence intervals for regression
coefficients on target variables (e.g., treatment or policy variable) in a
high-dimensional approximately sparse regression model, for average treatment
effect (ATE) and average treatment effect for the treated (ATET), as well for
extensions of these parameters to the endogenous setting are provided. Theory
grounded, data-driven methods for selecting the penalization parameter in Lasso
regressions under heteroscedastic and non-Gaussian errors are implemented.
Moreover, joint/ simultaneous confidence intervals for regression coefficients
of a high-dimensional sparse regression are implemented, including a joint
significance test for Lasso regression. Data sets which have been used in the
literature and might be useful for classroom demonstration and for testing new
estimators are included. \R and the package \Rpackage{hdm} are open-source
software projects and can be freely downloaded from CRAN:
\texttt{http://cran.r-project.org}.
"
1,83,"  In a randomized control trial, the precision of an average treatment effect
estimator can be improved either by collecting data on additional individuals,
or by collecting additional covariates that predict the outcome variable. We
propose the use of pre-experimental data such as a census, or a household
survey, to inform the choice of both the sample size and the covariates to be
collected. Our procedure seeks to minimize the resulting average treatment
effect estimator's mean squared error, subject to the researcher's budget
constraint. We rely on a modification of an orthogonal greedy algorithm that is
conceptually simple and easy to implement in the presence of a large number of
potential covariates, and does not require any tuning parameters. In two
empirical applications, we show that our procedure can lead to substantial
gains of up to 58%, measured either in terms of reductions in data collection
costs or in terms of improvements in the precision of the treatment effect
estimator.
"
1,84,"  We study factor models augmented by observed covariates that have explanatory
powers on the unknown factors. In financial factor models, the unknown factors
can be reasonably well explained by a few observable proxies, such as the
Fama-French factors. In diffusion index forecasts, identified factors are
strongly related to several directly measurable economic variables such as
consumption-wealth variable, financial ratios, and term spread. With those
covariates, both the factors and loadings are identifiable up to a rotation
matrix even only with a finite dimension. To incorporate the explanatory power
of these covariates, we propose a smoothed principal component analysis (PCA):
(i) regress the data onto the observed covariates, and (ii) take the principal
components of the fitted data to estimate the loadings and factors. This allows
us to accurately estimate the percentage of both explained and unexplained
components in factors and thus to assess the explanatory power of covariates.
We show that both the estimated factors and loadings can be estimated with
improved rates of convergence compared to the benchmark method. The degree of
improvement depends on the strength of the signals, representing the
explanatory power of the covariates on the factors. The proposed estimator is
robust to possibly heavy-tailed distributions. We apply the model to forecast
US bond risk premia, and find that the observed macroeconomic characteristics
contain strong explanatory powers of the factors. The gain of forecast is more
substantial when the characteristics are incorporated to estimate the common
factors than directly used for forecasts.
"
1,85,"  Estimating the long-term effects of treatments is of interest in many fields.
A common challenge in estimating such treatment effects is that long-term
outcomes are unobserved in the time frame needed to make policy decisions. One
approach to overcome this missing data problem is to analyze treatments effects
on an intermediate outcome, often called a statistical surrogate, if it
satisfies the condition that treatment and outcome are independent conditional
on the statistical surrogate. The validity of the surrogacy condition is often
controversial. Here we exploit that fact that in modern datasets, researchers
often observe a large number, possibly hundreds or thousands, of intermediate
outcomes, thought to lie on or close to the causal chain between the treatment
and the long-term outcome of interest. Even if none of the individual proxies
satisfies the statistical surrogacy criterion by itself, using multiple proxies
can be useful in causal inference. We focus primarily on a setting with two
samples, an experimental sample containing data about the treatment indicator
and the surrogates and an observational sample containing information about the
surrogates and the primary outcome. We state assumptions under which the
average treatment effect be identified and estimated with a high-dimensional
vector of proxies that collectively satisfy the surrogacy assumption, and
derive the bias from violations of the surrogacy assumption, and show that even
if the primary outcome is also observed in the experimental sample, there is
still information to be gained from using surrogates.
"
1,86,"  In this paper, a mathematical model based on the one-parameter Mittag-Leffler
function is proposed to be used for the first time to describe the relation
between unemployment rate and inflation rate, also known as the Phillips curve.
The Phillips curve is in the literature often represented by an
exponential-like shape. On the other hand, Phillips in his fundamental paper
used a power function in the model definition. Considering that the ordinary as
well as generalised Mittag-Leffler function behaves between a purely
exponential function and a power function it is natural to implement it in the
definition of the model used to describe the relation between the data
representing the Phillips curve. For the modelling purposes the data of two
different European economies, France and Switzerland, were used and an
""out-of-sample"" forecast was done to compare the performance of the
Mittag-Leffler model to the performance of the power-type and exponential-type
model. The results demonstrate that the ability of the Mittag-Leffler function
to fit data that manifest signs of stretched exponentials, oscillations or even
damped oscillations can be of use when describing economic relations and
phenomenons, such as the Phillips curve.
"
1,87,"  In a unified framework, we provide estimators and confidence bands for a
variety of treatment effects when the outcome of interest, typically a
duration, is subjected to right censoring. Our methodology accommodates
average, distributional, and quantile treatment effects under different
identifying assumptions including unconfoundedness, local treatment effects,
and nonlinear differences-in-differences. The proposed estimators are easy to
implement, have close-form representation, are fully data-driven upon
estimation of nuisance parameters, and do not rely on parametric distributional
assumptions, shape restrictions, or on restricting the potential treatment
effect heterogeneity across different subpopulations. These treatment effects
results are obtained as a consequence of more general results on two-step
Kaplan-Meier estimators that are of independent interest: we provide conditions
for applying (i) uniform law of large numbers, (ii) functional central limit
theorems, and (iii) we prove the validity of the ordinary nonparametric
bootstrap in a two-step estimation procedure where the outcome of interest may
be randomly censored.
"
1,88,"  There are many settings where researchers are interested in estimating
average treatment effects and are willing to rely on the unconfoundedness
assumption, which requires that the treatment assignment be as good as random
conditional on pre-treatment variables. The unconfoundedness assumption is
often more plausible if a large number of pre-treatment variables are included
in the analysis, but this can worsen the performance of standard approaches to
treatment effect estimation. In this paper, we develop a method for de-biasing
penalized regression adjustments to allow sparse regression methods like the
lasso to be used for sqrt{n}-consistent inference of average treatment effects
in high-dimensional linear models. Given linearity, we do not need to assume
that the treatment propensities are estimable, or that the average treatment
effect is a sparse contrast of the outcome model parameters. Rather, in
addition standard assumptions used to make lasso regression on the outcome
model consistent under 1-norm error, we only require overlap, i.e., that the
propensity score be uniformly bounded away from 0 and 1. Procedurally, our
method combines balancing weights with a regularized regression adjustment.
"
1,89,"  In complicated/nonlinear parametric models, it is generally hard to know
whether the model parameters are point identified. We provide computationally
attractive procedures to construct confidence sets (CSs) for identified sets of
full parameters and of subvectors in models defined through a likelihood or a
vector of moment equalities or inequalities. These CSs are based on level sets
of optimal sample criterion functions (such as likelihood or optimally-weighted
or continuously-updated GMM criterions). The level sets are constructed using
cutoffs that are computed via Monte Carlo (MC) simulations directly from the
quasi-posterior distributions of the criterions. We establish new Bernstein-von
Mises (or Bayesian Wilks) type theorems for the quasi-posterior distributions
of the quasi-likelihood ratio (QLR) and profile QLR in partially-identified
regular models and some non-regular models. These results imply that our MC CSs
have exact asymptotic frequentist coverage for identified sets of full
parameters and of subvectors in partially-identified regular models, and have
valid but potentially conservative coverage in models with reduced-form
parameters on the boundary. Our MC CSs for identified sets of subvectors are
shown to have exact asymptotic coverage in models with singularities. We also
provide results on uniform validity of our CSs over classes of DGPs that
include point and partially identified models. We demonstrate good
finite-sample coverage properties of our procedures in two simulation
experiments. Finally, our procedures are applied to two non-trivial empirical
examples: an airline entry game and a model of trade flows.
"
1,90,"  By borrowing methods from complex system analysis, in this paper we analyze
the features of the complex relationship that links the development and the
industrialization of a country to economic inequality. In order to do this, we
identify industrialization as a combination of a monetary index, the GDP per
capita, and a recently introduced measure of the complexity of an economy, the
Fitness. At first we explore these relations on a global scale over the time
period 1990--2008 focusing on two different dimensions of inequality: the
capital share of income and a Theil measure of wage inequality. In both cases,
the movement of inequality follows a pattern similar to the one theorized by
Kuznets in the fifties. We then narrow down the object of study ad we
concentrate on wage inequality within the United States. By employing data on
wages and employment on the approximately 3100 US counties for the time
interval 1990--2014, we generalize the Fitness-Complexity algorithm for
counties and NAICS sectors, and we investigate wage inequality between
industrial sectors within counties. At this scale, in the early nineties we
recover a behavior similar to the global one. While, in more recent years, we
uncover a trend reversal: wage inequality monotonically increases as
industrialization levels grow. Hence at a county level, at net of the social
and institutional factors that differ among countries, we not only observe an
upturn in inequality but also a change in the structure of the relation between
wage inequality and development.
"
1,91,"  The issue addressed in this paper is that of testing for common breaks across
or within equations of a multivariate system. Our framework is very general and
allows integrated regressors and trends as well as stationary regressors. The
null hypothesis is that breaks in different parameters occur at common
locations and are separated by some positive fraction of the sample size unless
they occur across different equations. Under the alternative hypothesis, the
break dates across parameters are not the same and also need not be separated
by a positive fraction of the sample size whether within or across equations.
The test considered is the quasi-likelihood ratio test assuming normal errors,
though as usual the limit distribution of the test remains valid with
non-normal errors. Of independent interest, we provide results about the rate
of convergence of the estimates when searching over all possible partitions
subject only to the requirement that each regime contains at least as many
observations as some positive fraction of the sample size, allowing break dates
not separated by a positive fraction of the sample size across equations.
Simulations show that the test has good finite sample properties. We also
provide an application to issues related to level shifts and persistence for
various measures of inflation to illustrate its usefulness.
"
1,92,"  For many application areas A/B testing, which partitions users of a system
into an A (control) and B (treatment) group to experiment between several
application designs, enables Internet companies to optimize their services to
the behavioral patterns of their users. Unfortunately, the A/B testing
framework cannot be applied in a straightforward manner to applications like
auctions where the users (a.k.a., bidders) submit bids before the partitioning
into the A and B groups is made. This paper combines auction theoretic modeling
with the A/B testing framework to develop methodology for A/B testing auctions.
The accuracy of our method %, assuming the auction is directly comparable to
ideal A/B testing where there is no interference between A and B. Our results
are based on an extension and improved analysis of the inference method of
Chawla et al. (2014).
"
1,93,"  This paper develops and implements a nonparametric test of Random Utility
Models. The motivating application is to test the null hypothesis that a sample
of cross-sectional demand distributions was generated by a population of
rational consumers. We test a necessary and sufficient condition for this that
does not rely on any restriction on unobserved heterogeneity or the number of
goods. We also propose and implement a control function approach to account for
endogenous expenditure. An econometric result of independent interest is a test
for linear inequality constraints when these are represented as the vertices of
a polyhedron rather than its faces. An empirical application to the U.K.
Household Expenditure Survey illustrates computational feasibility of the
method in demand problems with 5 goods.
"
1,94,"  We propose two types of Quantile Graphical Models (QGMs) --- Conditional
Independence Quantile Graphical Models (CIQGMs) and Prediction Quantile
Graphical Models (PQGMs). CIQGMs characterize the conditional independence of
distributions by evaluating the distributional dependence structure at each
quantile index. As such, CIQGMs can be used for validation of the graph
structure in the causal graphical models (\cite{pearl2009causality,
robins1986new, heckman2015causal}). One main advantage of these models is that
we can apply them to large collections of variables driven by non-Gaussian and
non-separable shocks. PQGMs characterize the statistical dependencies through
the graphs of the best linear predictors under asymmetric loss functions. PQGMs
make weaker assumptions than CIQGMs as they allow for misspecification. Because
of QGMs' ability to handle large collections of variables and focus on specific
parts of the distributions, we could apply them to quantify tail
interdependence. The resulting tail risk network can be used for measuring
systemic risk contributions that help make inroads in understanding
international financial contagion and dependence structures of returns under
downside market movements.
  We develop estimation and inference methods for QGMs focusing on the
high-dimensional case, where the number of variables in the graph is large
compared to the number of observations. For CIQGMs, these methods and results
include valid simultaneous choices of penalty functions, uniform rates of
convergence, and confidence regions that are simultaneously valid. We also
derive analogous results for PQGMs, which include new results for penalized
quantile regressions in high-dimensional settings to handle misspecification,
many controls, and a continuum of additional conditioning events.
"
1,95,"  Bayesian and frequentist criteria are fundamentally different, but often
posterior and sampling distributions are asymptotically equivalent (e.g.,
Gaussian). For the corresponding limit experiment, we characterize the
frequentist size of a certain Bayesian hypothesis test of (possibly nonlinear)
inequalities. If the null hypothesis is that the (possibly
infinite-dimensional) parameter lies in a certain half-space, then the Bayesian
test's size is $\alpha$; if the null hypothesis is a subset of a half-space,
then size is above $\alpha$ (sometimes strictly); and in other cases, size may
be above, below, or equal to $\alpha$. Two examples illustrate our results:
testing stochastic dominance and testing curvature of a translog cost function.
"
1,96,"  In this review, we present econometric and statistical methods for analyzing
randomized experiments. For basic experiments we stress randomization-based
inference as opposed to sampling-based inference. In randomization-based
inference, uncertainty in estimates arises naturally from the random assignment
of the treatments, rather than from hypothesized sampling from a large
population. We show how this perspective relates to regression analyses for
randomized experiments. We discuss the analyses of stratified, paired, and
clustered randomized experiments, and we stress the general efficiency gains
from stratification. We also discuss complications in randomized experiments
such as non-compliance. In the presence of non-compliance we contrast
intention-to-treat analyses with instrumental variables analyses allowing for
general treatment effect heterogeneity. We consider in detail estimation and
inference for heterogeneous treatment effects in settings with (possibly many)
covariates. These methods allow researchers to explore heterogeneity by
identifying subpopulations with different treatment effects while maintaining
the ability to construct valid confidence intervals. We also discuss optimal
assignment to treatment based on covariates in such settings. Finally, we
discuss estimation and inference in experiments in settings with interactions
between units, both in general network settings and in settings where the
population is partitioned into groups with all interactions contained within
these groups.
"
1,97,"  In this paper we discuss recent developments in econometrics that we view as
important for empirical researchers working on policy evaluation questions. We
focus on three main areas, where in each case we highlight recommendations for
applied work. First, we discuss new research on identification strategies in
program evaluation, with particular focus on synthetic control methods,
regression discontinuity, external validity, and the causal interpretation of
regression methods. Second, we discuss various forms of supplementary analyses
to make the identification strategies more credible. These include placebo
analyses as well as sensitivity and robustness analyses. Third, we discuss
recent advances in machine learning methods for causal effects. These advances
include methods to adjust for differences between treated and control units in
high-dimensional settings, and methods for identifying and estimating
heterogeneous treatment effects.
"
1,98,"  This paper proposes a straightforward algorithm to carry out inference in
large time-varying parameter vector autoregressions (TVP-VARs) with mixture
innovation components for each coefficient in the system. We significantly
decrease the computational burden by approximating the latent indicators that
drive the time-variation in the coefficients with a latent threshold process
that depends on the absolute size of the shocks. The merits of our approach are
illustrated with two applications. First, we forecast the US term structure of
interest rates and demonstrate forecast gains of the proposed mixture
innovation model relative to other benchmark models. Second, we apply our
approach to US macroeconomic data and find significant evidence for
time-varying effects of a monetary policy tightening.
"
1,99,"  We report the first ex post study of the economic impact of sea level rise.
We apply two econometric approaches to estimate the past effects of sea level
rise on the economy of the USA, viz. Barro type growth regressions adjusted for
spatial patterns and a matching estimator. Unit of analysis is 3063 counties of
the USA. We fit growth regressions for 13 time periods and we estimated
numerous varieties and robustness tests for both growth regressions and
matching estimator. Although there is some evidence that sea level rise has a
positive effect on economic growth, in most specifications the estimated
effects are insignificant. We therefore conclude that there is no stable,
significant effect of sea level rise on economic growth. This finding
contradicts previous ex ante studies.
"
1,100,"  We study the problem of Bayesian learning in a dynamical system involving
strategic agents with asymmetric information. In a series of seminal papers in
the literature, this problem has been investigated under a simplifying model
where myopically selfish players appear sequentially and act once in the game,
based on private noisy observations of the system state and public observation
of past players' actions. It has been shown that there exist information
cascades where users discard their private information and mimic the action of
their predecessor. In this paper, we provide a framework for studying Bayesian
learning dynamics in a more general setting than the one described above. In
particular, our model incorporates cases where players are non-myopic and
strategically participate for the whole duration of the game, and cases where
an endogenous process selects which subset of players will act at each time
instance. The proposed framework hinges on a sequential decomposition
methodology for finding structured perfect Bayesian equilibria (PBE) of a
general class of dynamic games with asymmetric information, where user-specific
states evolve as conditionally independent Markov processes and users make
independent noisy observations of their states. Using this methodology, we
study a specific dynamic learning model where players make decisions about
public investment based on their estimates of everyone's types. We characterize
a set of informational cascades for this problem where learning stops for the
team as a whole. We show that in such cascades, all players' estimates of other
players' types freeze even though each individual player asymptotically learns
its own true type.
"
1,101,"  Many economic and causal parameters depend on nonparametric or high
dimensional first steps. We give a general construction of locally
robust/orthogonal moment functions for GMM, where moment conditions have zero
derivative with respect to first steps. We show that orthogonal moment
functions can be constructed by adding to identifying moments the nonparametric
influence function for the effect of the first step on identifying moments.
Orthogonal moments reduce model selection and regularization bias, as is very
important in many applications, especially for machine learning first steps.
  We give debiased machine learning estimators of functionals of high
dimensional conditional quantiles and of dynamic discrete choice parameters
with high dimensional state variables. We show that adding to identifying
moments the nonparametric influence function provides a general construction of
orthogonal moments, including regularity conditions, and show that the
nonparametric influence function is robust to additional unknown functions on
which it depends. We give a general approach to estimating the unknown
functions in the nonparametric influence function and use it to automatically
debias estimators of functionals of high dimensional conditional location
learners. We give a variety of new doubly robust moment equations and
characterize double robustness. We give general and simple regularity
conditions and apply these for asymptotic inference on functionals of high
dimensional regression quantiles and dynamic discrete choice parameters with
high dimensional state variables.
"
1,102,"  Most modern supervised statistical/machine learning (ML) methods are
explicitly designed to solve prediction problems very well. Achieving this goal
does not imply that these methods automatically deliver good estimators of
causal parameters. Examples of such parameters include individual regression
coefficients, average treatment effects, average lifts, and demand or supply
elasticities. In fact, estimates of such causal parameters obtained via naively
plugging ML estimators into estimating equations for such parameters can behave
very poorly due to the regularization bias. Fortunately, this regularization
bias can be removed by solving auxiliary prediction problems via ML tools.
Specifically, we can form an orthogonal score for the target low-dimensional
parameter by combining auxiliary and main ML predictions. The score is then
used to build a de-biased estimator of the target parameter which typically
will converge at the fastest possible 1/root(n) rate and be approximately
unbiased and normal, and from which valid confidence intervals for these
parameters of interest may be constructed. The resulting method thus could be
called a ""double ML"" method because it relies on estimating primary and
auxiliary predictive models. In order to avoid overfitting, our construction
also makes use of the K-fold sample splitting, which we call cross-fitting.
This allows us to use a very broad set of ML predictive methods in solving the
auxiliary and main prediction problems, such as random forest, lasso, ridge,
deep neural nets, boosted trees, as well as various hybrids and aggregators of
these methods.
"
1,103,"  In this article the package High-dimensional Metrics (\texttt{hdm}) is
introduced. It is a collection of statistical methods for estimation and
quantification of uncertainty in high-dimensional approximately sparse models.
It focuses on providing confidence intervals and significance testing for
(possibly many) low-dimensional subcomponents of the high-dimensional parameter
vector. Efficient estimators and uniformly valid confidence intervals for
regression coefficients on target variables (e.g., treatment or policy
variable) in a high-dimensional approximately sparse regression model, for
average treatment effect (ATE) and average treatment effect for the treated
(ATET), as well for extensions of these parameters to the endogenous setting
are provided. Theory grounded, data-driven methods for selecting the
penalization parameter in Lasso regressions under heteroscedastic and
non-Gaussian errors are implemented. Moreover, joint/ simultaneous confidence
intervals for regression coefficients of a high-dimensional sparse regression
are implemented. Data sets which have been used in the literature and might be
useful for classroom demonstration and for testing new estimators are included.
"
1,104,"  This paper considers inference on fixed effects in a linear regression model
estimated from network data. An important special case of our setup is the
two-way regression model. This is a workhorse technique in the analysis of
matched data sets, such as employer-employee or student-teacher panel data. We
formalize how the structure of the network affects the accuracy with which the
fixed effects can be estimated. This allows us to derive sufficient conditions
on the network for consistent estimation and asymptotically-valid inference to
be possible. Estimation of moments is also considered. We allow for general
networks and our setup covers both the dense and sparse case. We provide
numerical results for the estimation of teacher value-added models and
regressions with occupational dummies.
"
1,105,"  Quantile and quantile effect functions are important tools for descriptive
and causal analyses due to their natural and intuitive interpretation. Existing
inference methods for these functions do not apply to discrete random
variables. This paper offers a simple, practical construction of simultaneous
confidence bands for quantile and quantile effect functions of possibly
discrete random variables. It is based on a natural transformation of
simultaneous confidence bands for distribution functions, which are readily
available for many problems. The construction is generic and does not depend on
the nature of the underlying problem. It works in conjunction with parametric,
semiparametric, and nonparametric modeling methods for observed and
counterfactual distributions, and does not depend on the sampling scheme. We
apply our method to characterize the distributional impact of insurance
coverage on health care utilization and obtain the distributional decomposition
of the racial test score gap. We find that universal insurance coverage
increases the number of doctor visits across the entire distribution, and that
the racial test score gap is small at early ages but grows with age due to
socio economic factors affecting child development especially at the top of the
distribution. These are new, interesting empirical findings that complement
previous analyses that focused on mean effects only. In both applications, the
outcomes of interest are discrete rendering existing inference methods invalid
for obtaining uniform confidence bands for observed and counterfactual quantile
functions and for their difference -- the quantile effects functions.
"
1,106,"  First-best climate policy is a uniform carbon tax which gradually rises over
time. Civil servants have complicated climate policy to expand bureaucracies,
politicians to create rents. Environmentalists have exaggerated climate change
to gain influence, other activists have joined the climate bandwagon. Opponents
to climate policy have attacked the weaknesses in climate research. The climate
debate is convoluted and polarized as a result, and climate policy complex.
Climate policy should become easier and more rational as the Paris Agreement
has shifted climate policy back towards national governments. Changing
political priorities, austerity, and a maturing bureaucracy should lead to a
more constructive climate debate.
"
1,107,"  We address the curse of dimensionality in dynamic covariance estimation by
modeling the underlying co-volatility dynamics of a time series vector through
latent time-varying stochastic factors. The use of a global-local shrinkage
prior for the elements of the factor loadings matrix pulls loadings on
superfluous factors towards zero. To demonstrate the merits of the proposed
framework, the model is applied to simulated data as well as to daily
log-returns of 300 S&P 500 members. Our approach yields precise correlation
estimates, strong implied minimum variance portfolio performance and superior
forecasting accuracy in terms of log predictive scores when compared to typical
benchmarks.
"
1,108,"  This paper studies a penalized statistical decision rule for the treatment
assignment problem. Consider the setting of a utilitarian policy maker who must
use sample data to allocate a binary treatment to members of a population,
based on their observable characteristics. We model this problem as a
statistical decision problem where the policy maker must choose a subset of the
covariate space to assign to treatment, out of a class of potential subsets. We
focus on settings in which the policy maker may want to select amongst a
collection of constrained subset classes: examples include choosing the number
of covariates over which to perform best-subset selection, and model selection
when approximating a complicated class via a sieve. We adapt and extend results
from statistical learning to develop the Penalized Welfare Maximization (PWM)
rule. We establish an oracle inequality for the regret of the PWM rule which
shows that it is able to perform model selection over the collection of
available classes. We then use this oracle inequality to derive relevant bounds
on maximum regret for PWM. An important consequence of our results is that we
are able to formalize model-selection using a ""hold-out"" procedure, where the
policy maker would first estimate various policies using half of the data, and
then select the policy which performs the best when evaluated on the other half
of the data.
"
1,109,"  The moment conditions or estimating equations for instrumental variables
quantile regression involve the discontinuous indicator function. We instead
use smoothed estimating equations (SEE), with bandwidth $h$. We show that the
mean squared error (MSE) of the vector of the SEE is minimized for some $h>0$,
leading to smaller asymptotic MSE of the estimating equations and associated
parameter estimators. The same MSE-optimal $h$ also minimizes the higher-order
type I error of a SEE-based $\chi^2$ test and increases size-adjusted power in
large samples. Computation of the SEE estimator also becomes simpler and more
reliable, especially with (more) endogenous regressors. Monte Carlo simulations
demonstrate all of these superior properties in finite samples, and we apply
our estimator to JTPA data. Smoothing the estimating equations is not just a
technical operation for establishing Edgeworth expansions and bootstrap
refinements; it also brings the real benefits of having more precise estimators
and more powerful tests. Code for the estimator, simulations, and empirical
examples is available from the first author's website.
"
1,110,"  Using and extending fractional order statistic theory, we characterize the
$O(n^{-1})$ coverage probability error of the previously proposed confidence
intervals for population quantiles using $L$-statistics as endpoints in Hutson
(1999). We derive an analytic expression for the $n^{-1}$ term, which may be
used to calibrate the nominal coverage level to get
$O\bigl(n^{-3/2}[\log(n)]^3\bigr)$ coverage error. Asymptotic power is shown to
be optimal. Using kernel smoothing, we propose a related method for
nonparametric inference on conditional quantiles. This new method compares
favorably with asymptotic normality and bootstrap methods in theory and in
simulations. Code is available from the second author's website for both
unconditional and conditional methods, simulations, and empirical examples.
"
1,111,"  We propose generalized random forests, a method for non-parametric
statistical estimation based on random forests (Breiman, 2001) that can be used
to fit any quantity of interest identified as the solution to a set of local
moment equations. Following the literature on local maximum likelihood
estimation, our method considers a weighted set of nearby training examples;
however, instead of using classical kernel weighting functions that are prone
to a strong curse of dimensionality, we use an adaptive weighting function
derived from a forest designed to express heterogeneity in the specified
quantity of interest. We propose a flexible, computationally efficient
algorithm for growing generalized random forests, develop a large sample theory
for our method showing that our estimates are consistent and asymptotically
Gaussian, and provide an estimator for their asymptotic variance that enables
valid confidence intervals. We use our approach to develop new methods for
three statistical tasks: non-parametric quantile regression, conditional
average partial effect estimation, and heterogeneous treatment effect
estimation via instrumental variables. A software implementation, grf for R and
C++, is available from CRAN.
"
1,112,"  We consider a variable selection problem for the prediction of binary
outcomes. We study the best subset selection procedure by which the covariates
are chosen by maximizing Manski (1975, 1985)'s maximum score objective function
subject to a constraint on the maximal number of selected variables. We show
that this procedure can be equivalently reformulated as solving a mixed integer
optimization problem, which enables computation of the exact or an approximate
solution with a definite approximation error bound. In terms of theoretical
results, we obtain non-asymptotic upper and lower risk bounds when the
dimension of potential covariates is possibly much larger than the sample size.
Our upper and lower risk bounds are minimax rate-optimal when the maximal
number of selected variables is fixed and does not increase with the sample
size. We illustrate usefulness of the best subset binary prediction approach
via Monte Carlo simulations and an empirical application of the work-trip
transportation mode choice.
"
1,113,"  We present the Stata commands probitfe and logitfe, which estimate probit and
logit panel data models with individual and/or time unobserved effects. Fixed
effect panel data methods that estimate the unobserved effects can be severely
biased because of the incidental parameter problem (Neyman and Scott, 1948). We
tackle this problem by using the analytical and jackknife bias corrections
derived in Fernandez-Val and Weidner (2016) for panels where the two dimensions
($N$ and $T$) are moderately large. We illustrate the commands with an
empirical application to international trade and a Monte Carlo simulation
calibrated to this application.
"
1,114,"  The Counterfactual package implements the estimation and inference methods of
Chernozhukov, Fern\'andez-Val and Melly (2013) for counterfactual analysis. The
counterfactual distributions considered are the result of changing either the
marginal distribution of covariates related to the outcome variable of
interest, or the conditional distribution of the outcome given the covariates.
They can be applied to estimate quantile treatment effects and wage
decompositions. This paper serves as an introduction to the package and
displays basic functionality of the commands contained within.
"
1,115,"  The R package quantreg.nonpar implements nonparametric quantile regression
methods to estimate and make inference on partially linear quantile models.
quantreg.nonpar obtains point estimates of the conditional quantile function
and its derivatives based on series approximations to the nonparametric part of
the model. It also provides pointwise and uniform confidence intervals over a
region of covariate values and/or quantile indices for the same functions using
analytical and resampling methods. This paper serves as an introduction to the
package and displays basic functionality of the functions contained within.
"
1,116,"  This paper develops inferential methods for a very general class of ill-posed
models in econometrics encompassing the nonparametric instrumental variable
regression, various functional regressions, and the density deconvolution. We
focus on uniform confidence sets for the parameter of interest estimated with
Tikhonov regularization, as in Darolles, Fan, Florens, and Renault (2011).
Since it is impossible to have inferential methods based on the central limit
theorem, we develop two alternative approaches relying on the concentration
inequality and bootstrap approximations. We show that expected diameters and
coverage properties of resulting sets have uniform validity over a large class
of models, i.e., constructed confidence sets are honest. Monte Carlo
experiments illustrate that introduced confidence sets have reasonable width
and coverage properties. Using U.S. data, we provide uniform confidence sets
for Engel curves for various commodities.
"
1,117,"  This paper proposes new nonparametric diagnostic tools to assess the
asymptotic validity of different treatment effects estimators that rely on the
correct specification of the propensity score. We derive a particular
restriction relating the propensity score distribution of treated and control
groups, and develop specification tests based upon it. The resulting tests do
not suffer from the ""curse of dimensionality"" when the vector of covariates is
high-dimensional, are fully data-driven, do not require tuning parameters such
as bandwidths, and are able to detect a broad class of local alternatives
converging to the null at the parametric rate $n^{-1/2}$, with $n$ the sample
size. We show that the use of an orthogonal projection on the tangent space of
nuisance parameters facilitates the simulation of critical values by means of a
multiplier bootstrap procedure, and can lead to power gains. The finite sample
performance of the tests is examined by means of a Monte Carlo experiment and
an empirical application. Open-source software is available for implementing
the proposed tests.
"
