Label,Number,Abstract
2,72,"  This paper discusses the benefits of describing the world as information,
especially in the study of the evolution of life and cognition. Traditional
studies encounter problems because it is difficult to describe life and
cognition in terms of matter and energy, since their laws are valid only at the
physical scale. However, if matter and energy, as well as life and cognition,
are described in terms of information, evolution can be described consistently
as information becoming more complex.
  The paper presents eight tentative laws of information, valid at multiple
scales, which are generalizations of Darwinian, cybernetic, thermodynamic,
psychological, philosophical, and complexity principles. These are further used
to discuss the notions of life, cognition and their evolution.
"
2,73,"  We lead the algorithm of expansion of sojourn probability of many-dimensional
diffusion processes in small domain. The principal member of this expansion
defines normalizing coefficient for special limit theorems.
"
2,74,"  We show that if a complete Riemannian manifold supports a vector field such
that the Ricci tensor plus the Lie derivative of the metric with respect to the
vector field has a positive lower bound, then the fundamental group is finite.
In particular, it follows that complete shrinking Ricci solitons and complete
smooth metric measure spaces with a positive lower bound on the Bakry-Emery
tensor have finite fundamental group. The method of proof is to generalize
arguments of Garcia-Rio and Fernandez-Lopez in the compact case.
"
2,75,"  We study the pseudospectrum of a class of non-selfadjoint differential
operators. Our work consists in a detailed study of the microlocal properties,
which rule the spectral stability or instability phenomena appearing under
small perturbations for elliptic quadratic differential operators. The class of
elliptic quadratic differential operators stands for the class of operators
defined in the Weyl quantization by complex-valued elliptic quadratic symbols.
We establish in this paper a simple necessary and sufficient condition on the
Weyl symbol of these operators, which ensures the stability of their spectra.
When this condition is violated, we prove that it occurs some strong spectral
instabilities for the high energies of these operators, in some regions which
can be far away from their spectra. We give a precise geometrical description
of them, which explains the results obtained for these operators in some
numerical simulations giving the computation of false eigenvalues far from
their spectra by algorithms for eigenvalues computing.
"
2,76,"  Product probability property, known in the literature as statistical
independence, is examined first. Then generalized entropies are introduced, all
of which give generalizations to Shannon entropy. It is shown that the nature
of the recursivity postulate automatically determines the logarithmic
functional form for Shannon entropy. Due to the logarithmic nature, Shannon
entropy naturally gives rise to additivity, when applied to situations having
product probability property. It is argued that the natural process is
non-additivity, important, for example, in statistical mechanics, even in
product probability property situations and additivity can hold due to the
involvement of a recursivity postulate leading to a logarithmic function.
Generalizations, including Mathai's generalized entropy are introduced and some
of the properties are examined. Situations are examined where Mathai's entropy
leads to pathway models, exponential and power law behavior and related
differential equations. Connection of Mathai's entropy to Kerridge's measure of
""inaccuracy"" is also explored.
"
2,77,"  This paper deals with the investigation of the solution of an unified
fractional reaction-diffusion equation associated with the Caputo derivative as
the time-derivative and Riesz-Feller fractional derivative as the
space-derivative. The solution is derived by the application of the Laplace and
Fourier transforms in closed form in terms of the H-function. The results
derived are of general nature and include the results investigated earlier by
many authors, notably by Mainardi et al. (2001, 2005) for the fundamental
solution of the space-time fractional diffusion equation, and Saxena et al.
(2006a, b) for fractional reaction- diffusion equations. The advantage of using
Riesz-Feller derivative lies in the fact that the solution of the fractional
reaction-diffusion equation containing this derivative includes the fundamental
solution for space-time fractional diffusion, which itself is a generalization
of neutral fractional diffusion, space-fractional diffusion, and
time-fractional diffusion. These specialized types of diffusion can be
interpreted as spatial probability density functions evolving in time and are
expressible in terms of the H-functions in compact form.
"
2,78,"  We build a sequence of empirical measures on the space D(R_+,R^d) of
R^d-valued c\`adl\`ag functions on R_+ in order to approximate the law of a
stationary R^d-valued Markov and Feller process (X_t). We obtain some general
results of convergence of this sequence. Then, we apply them to Brownian
diffusions and solutions to L\'evy driven SDE's under some Lyapunov-type
stability assumptions. As a numerical application of this work, we show that
this procedure gives an efficient way of option pricing in stochastic
volatility models.
"
2,79,"  A class of three-dimensional initial data characterized by uniformly large
vorticity is considered for the Euler equations of incompressible fluids. The
fast singular oscillating limits of the Euler equations are studied for
parametrically resonant cylinders. Resonances of fast swirling Beltrami waves
deplete the Euler nonlinearity. The resonant Euler equations are systems of
three-dimensional rigid body equations, coupled or not. Some cases of these
resonant systems have homoclinic cycles, and orbits in the vicinity of these
homoclinic cycles lead to bursts of the Euler solution measured in Sobolev
norms of order higher than that corresponding to the enstrophy.
"
2,80,"  Cofibrations are defined in the category of Fr\""olicher spaces by weakening
the analog of the classical definition to enable smooth homotopy extensions to
be more easily constructed, using flattened unit intervals. We later relate
smooth cofibrations to smooth neighborhood deformation retracts. The notion of
smooth neighborhood deformation retract gives rise to an analogous result that
a closed Fr\""olicher subspace $A$ of the Fr\""olicher space $X$ is a smooth
neighborhood deformation retract of $X$ if and only if the inclusion $i:
A\hookrightarrow X$ comes from a certain subclass of cofibrations. As an
application we construct the right Puppe sequence.
"
2,81,"  We present a simple proof of the resolvent estimates of elliptic Fourier
multipliers on the Euclidean space, and apply them to the analysis of
time-global and spatially-local smoothing estimates of a class of dispersive
equations. For this purpose we study in detail the properties of the
restriction of Fourier transform on the unit cotangent sphere associated with
the symbols of multipliers.
"
2,82,"  The Colin de Verdi\`ere number $\mu(G)$ of a graph $G$ is the maximum corank
of a Colin de Verdi\`ere matrix for $G$ (that is, of a Schr\""odinger operator
on $G$ with a single negative eigenvalue). In 2001, Lov\'asz gave a
construction that associated to every convex 3-polytope a Colin de Verdi\`ere
matrix of corank 3 for its 1-skeleton.
  We generalize the Lov\'asz construction to higher dimensions by interpreting
it as minus the Hessian matrix of the volume of the polar dual. As a corollary,
$\mu(G) \ge d$ if $G$ is the 1-skeleton of a convex $d$-polytope.
  Determination of the signature of the Hessian of the volume is based on the
second Minkowski inequality for mixed volumes and on Bol's condition for
equality.
"
2,83,"  In this article we will first prove a result about convergence in capacity.
Using the achieved result we will obtain a general decompositon theorem for
complex Monge-Ampere measues which will be used to prove a comparison principle
for the complex Monge-Ampere operator.
"
2,84,"  It has been observed that particular rate-1/2 partially systematic parallel
concatenated convolutional codes (PCCCs) can achieve a lower error floor than
that of their rate-1/3 parent codes. Nevertheless, good puncturing patterns can
only be identified by means of an exhaustive search, whilst convergence towards
low bit error probabilities can be problematic when the systematic output of a
rate-1/2 partially systematic PCCC is heavily punctured. In this paper, we
present and study a family of rate-1/2 partially systematic PCCCs, which we
call pseudo-randomly punctured codes. We evaluate their bit error rate
performance and we show that they always yield a lower error floor than that of
their rate-1/3 parent codes. Furthermore, we compare analytic results to
simulations and we demonstrate that their performance converges towards the
error floor region, owning to the moderate puncturing of their systematic
output. Consequently, we propose pseudo-random puncturing as a means of
improving the bandwidth efficiency of a PCCC and simultaneously lowering its
error floor.
"
2,85,"  The problem of limit shapes in the six-vertex model with domain wall boundary
conditions is addressed by considering a specially tailored bulk correlation
function, the emptiness formation probability. A closed expression of this
correlation function is given, both in terms of certain determinant and
multiple integral, which allows for a systematic treatment of the limit shapes
of the model for full range of values of vertex weights. Specifically, we show
that for vertex weights corresponding to the free-fermion line on the phase
diagram, the emptiness formation probability is related to a one-matrix model
with a triple logarithmic singularity, or Triple Penner model. The saddle-point
analysis of this model leads to the Arctic Circle Theorem, and its
generalization to the Arctic Ellipses, known previously from domino tilings.
"
2,86,"  We study the limiting eigenvalue distribution of $n\times n$ banded Toeplitz
matrices as $n\to \infty$. From classical results of Schmidt-Spitzer and
Hirschman it is known that the eigenvalues accumulate on a special curve in the
complex plane and the normalized eigenvalue counting measure converges weakly
to a measure on this curve as $n\to\infty$. In this paper, we characterize the
limiting measure in terms of an equilibrium problem. The limiting measure is
one component of the unique vector of measures that minimes an energy
functional defined on admissible vectors of measures. In addition, we show that
each of the other components is the limiting measure of the normalized counting
measure on certain generalized eigenvalues.
"
2,87,"  We study the high temperature phase of a family of typed branching diffusions
initially studied in [Ast\'{e}risque 236 (1996) 133--154] and [Lecture Notes in
Math. 1729 (2000) 239--256 Springer, Berlin]. The primary aim is to establish
some almost-sure limit results for the long-term behavior of this particle
system, namely the speed at which the population of particles colonizes both
space and type dimensions, as well as the rate at which the population grows
within this asymptotic shape. Our approach will include identification of an
explicit two-phase mechanism by which particles can build up in sufficient
numbers with spatial positions near $-\gamma t$ and type positions near $\kappa
\sqrt{t}$ at large times $t$. The proofs involve the application of a variety
of martingale techniques--most importantly a ``spine'' construction involving a
change of measure with an additive martingale. In addition to the model's
intrinsic interest, the methodologies presented contain ideas that will adapt
to other branching settings. We also briefly discuss applications to traveling
wave solutions of an associated reaction--diffusion equation.
"
2,88,"  A recent result of Balandraud shows that for every subset S of an abelian
group G, there exists a non trivial subgroup H such that |TS| <= |T|+|S|-2
holds only if the stabilizer of TS contains H. Notice that Kneser's Theorem
says only that the stabilizer of TS must be a non-zero subgroup.
  This strong form of Kneser's theorem follows from some nice properties of a
certain poset investigated by Balandraud. We consider an analogous poset for
nonabelian groups and, by using classical tools from Additive Number Theory,
extend some of the above results. In particular we obtain short proofs of
Balandraud's results in the abelian case.
"
2,89,"  We study the notion of Fagnano orbits for dual polygonal billiards. We used
them to characterize regular polygons and we study the iteration of the
developing map.
"
2,90,"  This paper deals with discrete-time Markov control processes on a general
state space. A long-run risk-sensitive average cost criterion is used as a
performance measure. The one-step cost function is nonnegative and possibly
unbounded. Using the vanishing discount factor approach, the optimality
inequality and an optimal stationary strategy for the decision maker are
established.
"
2,91,"  We show that the number of renewals up to time $t$ exhibits distributional
fluctuations as $t\to\infty$ if the underlying lifetimes increase at an
exponential rate in a distributional sense. This provides a probabilistic
explanation for the asymptotics of insertion depth in random trees generated by
a bit-comparison strategy from uniform input; we also obtain a representation
for the resulting family of limit laws along subsequences. Our approach can
also be used to obtain rates of convergence.
"
2,92,"  In this paper we study the shape of least-energy solutions to a singularly
perturbed quasilinear problem with homogeneous Neumann boundary condition. We
use an intrinsic variation method to show that at limit, the global maximum
point of least-energy solutions goes to a point on the boundary faster than the
linear rate and this point on the boundary approaches to a point where the mean
curvature of the boundary achieves its maximum. We also give a complete proof
of exponential decay of least-energy solutions.
"
2,93,"  Semimartingale reflecting Brownian motions (SRBMs) living in the closures of
domains with piecewise smooth boundaries are of interest in applied probability
because of their role as heavy traffic approximations for some stochastic
networks. In this paper, assuming certain conditions on the domains and
directions of reflection, a perturbation result, or invariance principle, for
SRBMs is proved. This provides sufficient conditions for a process that
satisfies the definition of an SRBM, except for small random perturbations in
the defining conditions, to be close in distribution to an SRBM. A crucial
ingredient in the proof of this result is an oscillation inequality for
solutions of a perturbed Skorokhod problem. We use the invariance principle to
show weak existence of SRBMs under mild conditions. We also use the invariance
principle, in conjunction with known uniqueness results for SRBMs, to give some
sufficient conditions for validating approximations involving (i) SRBMs in
convex polyhedrons with a constant reflection vector field on each face of the
polyhedron, and (ii) SRBMs in bounded domains with piecewise smooth boundaries
and possibly nonconstant reflection vector fields on the boundary surfaces.
"
2,94,"  It is shown that in the units of augmentation one of an integral group ring
$\mathbb{Z} G$ of a finite group $G$, a noncyclic subgroup of order $p^{2}$,
for some odd prime $p$, exists only if such a subgroup exists in $G$. The
corresponding statement for $p=2$ holds by the Brauer--Suzuki theorem, as
recently observed by W. Kimmerle.
"
2,95,"  As main result we show that for each g > 1 there is some translation surface
of genus g whose Veech group is a non congruence subgroup of SL(2,Z). We use
origamis/square-tiled surfaces to produce our examples. The article is divided
into two parts: In the first part we introduce translation surfaces, origamis,
Veech groups and Teichmueller curves and show for two origamis in genus 2 that
their Veech groups are non congruence groups; in the second part we provide a
technique that produces sequences of origamis whose Veech groups are
decreasing. This is used to prove the main result.
"
2,96,"  Thermodynamic stable interaction pair potentials which are not of the form
``positive function + real continuous function of positive type'' are presented
in dimension one. Construction of such a potential in dimension two is
sketched. These constructions use only elementary calculations. The
mathematical background is discussed separately.
"
2,97,"  In this note we describe the natural coordinatizations of a Delzant space
defined as a reduced phase space (symplectic geometry view-point) and give
explicit formulas for the coordinate transformations. For each fixed point of
the torus action on the Delzant polytope, we have a maximal coordinatization of
an open cell in the Delzant space which contains the fixed point. This cell is
equal to the domain of definition of one of the natural coordinatizations of
the Delzant space as a toric variety (complex algebraic geometry view-point),
and we give an explicit formula for the toric variety coordinates in terms of
the reduced phase space coordinates. We use considerations in the maximal
coordinate neighborhoods to give simple proofs of some of the basic facts about
the Delzant space, as a reduced phase space, and as a toric variety. These can
be viewed as a first application of the coordinatizations, and serve to make
the presentation more self-contained.
"
2,98,"  These notes, based on the paper ""Formal Solution of the Master Equation via
HPT and Deformation Theory"" by Huebschmann and Stasheff, were prepared for a
series of talks at Illinois State University with the intention of applying
Homological Perturbation Theory to the derived bracket constructions of
Kosmann-Schwarzbach and T. Voronov, and eventually writing Part II of the paper
""Higher Derived Brackets and Deformation Theory I"" by the present authors.
"
2,99,"  We present a variational formulation of electrodynamics using de Rham even
and odd differential forms. Our formulation relies on a variational principle
more complete than the Hamilton principle and thus leads to field equations
with external sources and permits the derivation of the constitutive relations.
We interpret a domain in space-time as an odd de Rham 4-current. This permits a
treatment of different types of boundary problems in an unified way. In
particular we obtain a smooth transition to the infinitesimal version by using
a current with a one point support.
"
2,100,"  A projective surface S is said to be isogenous to a product if there exist
two smooth curves C, F and a finite group G acting freely on C \times F so that
S=(C \times F)/G. In this paper we classify all surfaces with p_g=q=1 which are
isogenous to a product.
"
2,101,"  Let $\Gamma =(V,E)$ be a point-symmetric reflexive relation and let $v\in V$
such that
  $|\Gamma (v)|$ is finite (and hence $|\Gamma (x)|$ is finite for all $x$, by
the transitive action of the group of automorphisms). Let $j\in \N$ be an
integer such that $\Gamma ^j(v)\cap \Gamma ^{-}(v)=\{v\}$. Our main result
states that
  $$ |\Gamma ^{j} (v)|\ge | \Gamma ^{j-1} (v)| + |\Gamma (v)|-1.$$
  As an application we have $ |\Gamma ^{j} (v)| \ge 1+(|\Gamma (v)|-1)j.$ The
last result confirms a recent conjecture of Seymour in the case of
vertex-symmetric graphs. Also it gives a short proof for the validity of the
Caccetta-H\""aggkvist conjecture for vertex-symmetric graphs and generalizes an
additive result of Shepherdson.
"
2,102,"  We show a one-to-one correspondence between arrangements of d lines in the
projective plane, and lines in P^{d-2}. We apply this correspondence to
classify (3,q)-nets over the complex numbers for all q<=6. When q=6, we have
twelve possible combinatorial cases, but we prove that only nine of them are
realizable. This new case shows several new properties for 3-nets: different
dimensions for moduli, strict realization over certain fields, etc. We also
construct a three dimensional family of (3,8)-nets corresponding to the
Quaternion group.
"
2,103,"  In this note we contrast two transformation-based methods to deduce absolute
extrema and the corresponding extremizers. Unlike variation-based methods, the
transformation-based ones of Carlson and Leitmann and the recent one of Silva
and Torres are direct in that they permit obtaining solutions by inspection.
"
2,104,"  We describe the maximal torus and maximal unipotent subgroup of the Picard
variety of a proper scheme over a perfect field.
"
2,105,"  This paper is concerned with a shape sensitivity analysis of a viscous
incompressible fluid driven by Stokes equations with nonhomogeneous boundary
condition. The structure of shape gradient with respect to the shape of the
variable domain for a given cost function is established by using the
differentiability of a minimax formulation involving a Lagrangian functional
combining with function space parametrization technique or function space
embedding technique. We apply an gradient type algorithm to our problem.
Numerical examples show that our theory is useful for practical purpose and the
proposed algorithm is feasible.
"
2,106,"  Given a remarkable representation of the generalized Pauli operators of
two-qubits in terms of the points of the generalized quadrangle of order two,
W(2), it is shown that specific subsets of these operators can also be
associated with the points and lines of the four-dimensional projective space
over the Galois field with two elements - the so-called Veldkamp space of W(2).
An intriguing novelty is the recognition of (uni- and tri-centric) triads and
specific pentads of the Pauli operators in addition to the ""classical"" subsets
answering to geometric hyperplanes of W(2).
"
2,107,"  In this paper, we describe a new, systematic and explicit way of
approximating solutions of mixed hyperbolic systems with constant coefficients
satisfying a Uniform Lopatinski Condition via different Penalization
approaches.
"
2,108,"  We investigate cooperative wireless relay networks in which the nodes can
help each other in data transmission. We study different coding strategies in
the single-source single-destination network with many relay nodes. Given the
myriad of ways in which nodes can cooperate, there is a natural routing
problem, i.e., determining an ordered set of nodes to relay the data from the
source to the destination. We find that for a given route, the
decode-and-forward strategy, which is an information theoretic cooperative
coding strategy, achieves rates significantly higher than that achievable by
the usual multi-hop coding strategy, which is a point-to-point non-cooperative
coding strategy. We construct an algorithm to find an optimal route (in terms
of rate maximizing) for the decode-and-forward strategy. Since the algorithm
runs in factorial time in the worst case, we propose a heuristic algorithm that
runs in polynomial time. The heuristic algorithm outputs an optimal route when
the nodes transmit independent codewords. We implement these coding strategies
using practical low density parity check codes to compare the performance of
the strategies on different routes.
"
2,109,"  We prove that if a group is nilpotent (resp. metabelian), then so is the
subgroup of its automorphism group generated by all polynomial automorphisms.
"
2,110,"  We argue that the critical behaviour near the point of ``gradient
catastrophe"" of the solution to the Cauchy problem for the focusing nonlinear
Schr\""odinger equation $ i\epsilon \psi_t +\frac{\epsilon^2}2\psi_{xx}+
|\psi|^2 \psi =0$ with analytic initial data of the form $\psi(x,0;\epsilon)
=A(x) e^{\frac{i}{\epsilon} S(x)}$ is approximately described by a particular
solution to the Painlev\'e-I equation.
"
2,111,"  In this paper, we continue the study of the category of functors Fquad,
associated to F_2-vector spaces equipped with a nondegenerate quadratic form,
initiated in two previous papers of the author. We define a filtration of the
standard projective objects in Fquad; this refines to give a decomposition into
indecomposable factors of the two first standard projective objects in Fquad.
As an application of these two decompositions, we give a complete description
of the polynomial functors of the category Fquad.
"
2,112,"  We find a necessary and sufficient condition for a compact 7-manifold to
admit a $\tilde G_2$-structure. As a result we find a sufficient condition for
an open 7-manifold to admit a closed 3-form of $\tilde G_2$-type.
"
2,113,"  We consider a sequence of additive functionals {\phi_n}, set on a sequence of
Markov chains {X_n} that weakly converges to a Markov process X. We give
sufficient condition for such a sequence to converge in distribution,
formulated in terms of the characteristics of the additive functionals, and
related to the Dynkin's theorem on the convergence of W-functionals. As an
application of the main theorem, the general sufficient condition for
convergence of additive functionals in terms of transition probabilities of the
chains X_n is proved.
"
2,114,"  In this paper we study a class of backward stochastic differential equations
(BSDEs) of the form dY(t)= -AY(t)dt -f_0(t,Y(t))dt -f_1(t,Y(t),Z(t))dt +
Z(t)dW(t) on the interval [0,T], with given final condition at time T, in an
infinite dimensional Hilbert space H. The unbounded operator A is sectorial and
dissipative and the nonlinearity f_0(t,y) is dissipative and defined for y only
taking values in a subspace of H. A typical example is provided by the
so-called polynomial nonlinearities. Applications are given to stochastic
partial differential equations and spin systems.
"
2,115,"  A unified approach to (symmetric informationally complete) positive operator
valued measures and mutually unbiased bases is developed in this article. The
approach is based on the use of operator equivalents expanded in the enveloping
algebra of SU(2). Emphasis is put on similarities and differences between
SIC-POVMs and MUBs.
"
2,116,"  This article discusses completeness of Boolean Algebra as First Order Theory
in Goedel's meaning. If Theory is complete then any possible transformation is
equivalent to some transformation using axioms, predicates etc. defined for
this theory. If formula is to be proved (or disproved) then it has to be
reduced to axioms. If every transformation is deducible then also optimal
transformation is deducible. If every transformation is exponential then
optimal one is too, what allows to define lower bound for discussed problem to
be exponential (outside P). Then we show algorithm for NDTM solving the same
problem in O(n^c) (so problem is in NP), what proves that P \neq NP.
  Article proves also that result of relativisation of P=NP question and oracle
shown by Baker-Gill-Solovay distinguish between deterministic and
non-deterministic calculation models. If there exists oracle A for which
P^A=NP^A then A consists of infinite number of algorithms, DTMs, axioms and
predicates, or like NDTM infinite number of simultaneous states.
"
2,117,"  Foods naturally contain a number of contaminants that may have different and
long term toxic effects. This paper introduces a novel approach for the
assessment of such chronic food risk that integrates the pharmacokinetic
properties of a given contaminant. The estimation of such a Kinetic Dietary
Exposure Model (KDEM) should be based on long term consumption data which, for
the moment, can only be provided by Household Budget Surveys such as the
SECODIP panel in France. A semi parametric model is proposed to decompose a
series of household quantities into individual quantities which are then used
as inputs of the KDEM. As an illustration, the risk assessment related to the
presence of methyl mercury in seafood is revisited using this novel approach.
"
2,118,"  As a continuation of Rabei et al. work [11], the Hamilton- Jacobi partial
differential equation is generalized to be applicable for systems containing
fractional derivatives. The Hamilton- Jacobi function in configuration space is
obtained in a similar manner to the usual mechanics. Two problems are
considered to demonstrate the application of the formalism. The result found to
be in exact agreement with Agrawal's formalism.
"
2,119,"  In this paper we investigate the optimal control problem for a class of
stochastic Cauchy evolution problem with non standard boundary dynamic and
control. The model is composed by an infinite dimensional dynamical system
coupled with a finite dimensional dynamics, which describes the boundary
conditions of the internal system. In other terms, we are concerned with non
standard boundary conditions, as the value at the boundary is governed by a
different stochastic differential equation.
"
2,120,"  Wentzel, Kramers, Brillouin (WKB) approximation for fractional systems is
investigated in this paper using the fractional calculus. In the fractional
case the wave function is constructed such that the phase factor is the same as
the Hamilton's principle function ""S"". To demonstrate our proposed approach two
examples are investigated in details.
"
2,121,"  This paper investigates the many-to-one throughput capacity (and by symmetry,
one-to-many throughput capacity) of IEEE 802.11 multi-hop networks. It has
generally been assumed in prior studies that the many-to-one throughput
capacity is upper-bounded by the link capacity L. Throughput capacity L is not
achievable under 802.11. This paper introduces the notion of ""canonical
networks"", which is a class of regularly-structured networks whose capacities
can be analyzed more easily than unstructured networks. We show that the
throughput capacity of canonical networks under 802.11 has an analytical upper
bound of 3L/4 when the source nodes are two or more hops away from the sink;
and simulated throughputs of 0.690L (0.740L) when the source nodes are many
hops away. We conjecture that 3L/4 is also the upper bound for general
networks. When all links have equal length, 2L/3 can be shown to be the upper
bound for general networks. Our simulations show that 802.11 networks with
random topologies operated with AODV routing can only achieve throughputs far
below the upper bounds. Fortunately, by properly selecting routes near the
gateway (or by properly positioning the relay nodes leading to the gateway) to
fashion after the structure of canonical networks, the throughput can be
improved significantly by more than 150%. Indeed, in a dense network, it is
worthwhile to deactivate some of the relay nodes near the sink judiciously.
"
2,122,"  This article gives the proof of results announced in [J. Blanc, Finite
Abelian subgroups of the Cremona group of the plane, C.R. Acad. Sci. Paris,
S\'er. I 344 (2007), 21-26.] and some description of automorphisms of rational
surfaces.
  Given a finite Abelian subgroup of the Cremona group of the plane, we provide
a way to decide whether it is birationally conjugate to a group of
automorphisms of a minimal surface.
  In particular, we prove that a finite cyclic group of birational
transformations of the plane is linearisable if and only if none of its
non-trivial elements fix a curve of positive genus. For finite Abelian groups,
there exists only one surprising exception, a group isomorphic to Z/2ZxZ/4Z,
whose non-trivial elements do not fix a curve of positive genus but which is
not conjugate to a group of automorphisms of a minimal rational surface.
  We also give some descriptions of automorphisms (not necessarily of finite
order) of del Pezzo surfaces and conic bundles.
"
2,123,"  Three types of integral representations for the cumulative distribution
functions of convolutions of non-central p-variate gamma distributions are
given by integration of elementary complex functions over the p-cube Cp =
(-pi,pi]x...x(-pi,pi]. In particular, the joint distribution of the diagonal
elements of a generalized quadratic form XAX' with n independent normally
distributed column vectors in X is obtained. For a single p-variate gamma
distribution function (p-1)-variate integrals over Cp-1 are derived. The
integrals are numerically more favourable than integrals obtained from the
Fourier or laplace inversion formula.
"
2,124,"  The interference channel with degraded message sets (IC-DMS) refers to a
communication model in which two senders attempt to communicate with their
respective receivers simultaneously through a common medium, and one of the
senders has complete and a priori (non-causal) knowledge about the message
being transmitted by the other. A coding scheme that collectively has
advantages of cooperative coding, collaborative coding, and dirty paper coding,
is developed for such a channel. With resorting to this coding scheme,
achievable rate regions of the IC-DMS in both discrete memoryless and Gaussian
cases are derived, which, in general, include several previously known rate
regions. Numerical examples for the Gaussian case demonstrate that in the
high-interference-gain regime, the derived achievable rate regions offer
considerable improvements over these existing results.
"
2,125,"  A subset $X$ of an abelian $G$ is said to be {\em complete} if every element
of the subgroup generated by $X$ can be expressed as a nonempty sum of distinct
elements from $X$.
  Let $A\subset \Z_n$ be such that all the elements of $A$ are coprime with
$n$. Solving a conjecture of Erd\H{o}s and Heilbronn, Olson proved that
  $A$ is complete if $n$ is a prime and if $|A|>2\sqrt{n}.$
  Recently Vu proved that there is an absolute constant $c$, such that for an
arbitrary large $n$, $A$ is complete if $|A|\ge c\sqrt{n},$ and conjectured
that 2 is essentially the right value of $c$. We show that $A$ is complete if
$|A|> 1+2\sqrt{n-4}$, thus proving the last conjecture.
"
2,126,"  A solution is given to the following problem: how to compute the
multiplicity, or more generally the Hilbert function, at a point on a Schubert
variety in an orthogonal Grassmannian. Standard monomial theory is applied to
translate the problem from geometry to combinatorics. The solution of the
resulting combinatorial problem forms the bulk of the paper. This approach has
been followed earlier to solve the same problem for the Grassmannian and the
symplectic Grassmannian.
  As an application, we present an interpretation of the multiplicity as the
number of non-intersecting lattice paths of a certain kind.
  Taking the Schubert variety to be of a special kind and the point to be the
""identity coset,"" our problem specializes to a problem about Pfaffian ideals
treatments of which by different methods exist in the literature. Also
available in the literature is a geometric solution when the point is a
""generic singularity.""
"
2,127,"  Erd\""{o}s and Tur\'{a}n once conjectured that any set $A\subset\mathbb{N}$
with $\sum_{a\in A}{1}/{a}=\infty$ should contain infinitely many progressions
of arbitrary length $k\geq3$. For the two-dimensional case Graham conjectured
that if $B\subset \mathbb{N}\times\mathbb{N}$ satisfies $$\sum\limits_{(x,y)\in
B}\frac{1}{x^2+y^2}=\infty,$$ then for any $s\geq2$, $B$ contains an $s\times
s$ axes-parallel grid. In this paper it is shown that if the Graham conjecture
is true for some $s\geq2$, then the Erd\""{o}s-Tur\'{a}n conjecture is true for
$k=2s-1$.
"
2,128,"  Let $(A,\Theta)$ be a principally polarised abelian variety, and let Y be a
subvariety. Pareschi and Popa conjectured that Y has minimal cohomology class
if and only if the structure sheaf of Y satisfies a property that they call
M-regularity.
  Let now X be a smooth cubic threefold. By a classical result due to Clemens
and Griffiths, its intermediate Jacobian J(X) is a principally polarised
abelian variety; furthermore the Fano surface of lines on X can be embedded in
J(X) and has minimal cohomology class. In this short note we show that its
structure sheaf is M-regular.
"
2,129,"  The spectral action on noncommutative torus is obtained, using a
Chamseddine--Connes formula via computations of zeta functions. The importance
of a Diophantine condition is outlined. Several results on holomorphic
continuation of series of holomorphic functions are obtained in this context.
"
2,130,"  We rigorously derive a weak form of the Lifshitz-Slyozov-Wagner equation as
the homogenization limit of a Stefan-type problem describing
reaction-controlled coarsening of a large number of small spherical particles.
Moreover, we deduce that the effective mean-field description holds true in the
particular limit of vanishing surface-area density of particles.
"
2,131,"  We introduce a new class of canonical AZD's (called the supercanonical AZD's)
on the canonical bundles of smooth projective varieties with pseudoeffective
canonical classes. We study the variation of the supercanonical AZD
$\hat{h}_{can}$ under projective deformations and give a new proof of the
invariance of plurigenera.
"
2,132,"  We consider a model for interest rates, where the short rate is given by a
time-homogenous, one-dimensional affine process in the sense of Duffie,
Filipovic and Schachermayer. We show that in such a model yield curves can only
be normal, inverse or humped (i.e. endowed with a single local maximum). Each
case can be characterized by simple conditions on the present short rate. We
give conditions under which the short rate process will converge to a limit
distribution and describe the limit distribution in terms of its cumulant
generating function. We apply our results to the Vasicek model, the CIR model,
a CIR model with added jumps and a model of Ornstein-Uhlenbeck type.
"
2,133,"  Let $G$ be a finite group and $V$ be a finite $G$--module. We present upper
bounds for the cardinalities of certain subsets of $\Irr(GV)$, such as the set
of those $\chi\in\Irr(GV)$ such that, for a fixed $v\in V$, the restriction of
$\chi$ to $<v>$ is not a multiple of the regular character of $<v>$. These
results might be useful in attacking the non--coprime $k(GV)$--problem.
"
2,134,"  We consider statistical mechanics models of continuous height effective
interfaces in the presence of a delta-pinning at height zero. There is a
detailed mathematical understanding of the depinning transition in 2 dimensions
without disorder. Then the variance of the interface height w.r.t. the Gibbs
measure stays bounded uniformly in the volume for any positive pinning force
and diverges like the logarithm of the pinning force when it tends to zero.
  How does the presence of a quenched disorder term in the Hamiltonian modify
this transition? We show that an arbitarily weak random field term is enough to
beat an arbitrarily strong delta-pinning in 2 dimensions and will cause
delocalization. The proof is based on a rigorous lower bound for the overlap
between local magnetizations and random fields in finite volume. In 2
dimensions it implies growth faster than the volume which is a contradiction to
localization. We also derive a simple complementary inequality which shows that
in higher dimensions the fraction of pinned sites converges to one when the
pinning force tends to infinity.
"
